posting_id,title,organization,department,location,category,job_summary,duties_text,qualifications_text,requirements_text,evaluations_text,education_text,posted_date,closing_date,source_url,raw_text
885501300,Program Analyst  (Data Analyst),Department of State Headquarters,Department of State,"Washington, District of Columbia",Management And Program Analysis,This position is located in the Bureau of African Affairs (AF) Executive office (EX) Remote Support Division (RSD) Department of State (DOS).,"Conducts complex data analysis to evaluate program effectiveness, inform policy decisions, and assess the impact of legislation or regulations. Oversees contract and project performance by monitoring progress, evaluating contractor achievement of goals, and assessing risk to ensure effective operations and compliance with regulations. Provides technical guidance on data analysis and automation opportunities to enhance program efficiency, including evaluating processes and recommending improvements.","Applicants must meet all the required qualification requirements described below by the closing date of this announcement. NOTE: Applicants must meet time-in-grade and time after competitive appointment requirements, by the closing date of this announcement. Time-In-Grade Requirements: Federal applicants must have served 52 weeks at the next lower grade to satisfy time-in-grade restrictions, per 5CFR 300, Subpart F. Applicants must have 1 year of specialized experience equivalent to the GS-13 level in the Federal service which provided the applicant with the particular knowledge, skills and abilities to perform the duties of the position. Qualifying specialized experience must demonstrate the following: Experience in translating complex data analytics concepts into clear, concise reports and evaluating program effectiveness. Analyzing and evaluating Bureau or Department functions related to data analyst projects. Experience utilizing software/or programs to conduct data analysis. There is no substitute of education for specialized experience for the GS-14 position.",,"A review of your resume will be conducted and compared against your responses to the crediting plan questions to determine if you are qualified for this job. Applicants who meet the minimum qualification requirements, as described in the “Qualifications” section of this announcement, will be assigned a score between 70 and 100. The evaluation process consists of an online assessment and a subject matter expert resume review of applicants found to be among the top qualified candidates based on the crediting plan assessment. Resumes longer than two pages will be deemed ineligible and will not be considered further. Responses to questions that are not fully supported by the information in your resume may result in adjustments to your rating. Your qualifications will be evaluated on the following competencies: . Knowledge and experience applying quantitative and qualitative methods Knowledge of records management and archive control theories. Ability to apply logic and reasoning In describing your experience, please be clear and specific. We do not make assumptions regarding your experience. Overstating your qualifications and/or experience in your application materials may result in your removal from consideration. Applicants found to be among the top qualified candidates will be referred to the hiring official for further consideration and possible interview. Qualified non-competitive candidates must be deemed best qualified based on the applicant assessment in order to be referred to the hiring official for further consideration and possible interview. Resume review: Subject matter experts (SMEs) will review your resume to determine your qualifications for this position based on the required specialized experience. Your resume should demonstrate how you meet all aspects of the specialized experience statement. SMEs will not review additional information beyond your resume (e.g., links embedded in your resume will not be opened.). If meeting basic qualifications through education only or a combination of education and experience, applicants will not be referred to the SME panel but will be reviewed by the HR Specialist for referral. Agency Career and Interagency Career Transition Assistance Program (CTAP and ICTAP) candidates must be considered well-qualified for the position and submit the supporting documents listed under the required documents section of this job announcement to receive consideration for selection priority. To be considered well-qualified, in addition to earning a score of 85 or above and meeting minimum qualifications, candidates must demonstrate proficiency in some, but not all of the major aspects of the position. You may preview questions for this vacancy.",Education requirements do not apply to this vacancy announcement.,2026-09-22T00:00:00.0000,2026-09-28T23:59:59.9970,https://www.usajobs.gov:443/job/885501300,"This position is located in the Bureau of African Affairs (AF) Executive office (EX) Remote Support Division (RSD) Department of State (DOS).
Conducts complex data analysis to evaluate program effectiveness, inform policy decisions, and assess the impact of legislation or regulations. Oversees contract and project performance by monitoring progress, evaluating contractor achievement of goals, and assessing risk to ensure effective operations and compliance with regulations. Provides technical guidance on data analysis and automation opportunities to enhance program efficiency, including evaluating processes and recommending improvements.
Applicants must meet all the required qualification requirements described below by the closing date of this announcement. NOTE: Applicants must meet time-in-grade and time after competitive appointment requirements, by the closing date of this announcement. Time-In-Grade Requirements: Federal applicants must have served 52 weeks at the next lower grade to satisfy time-in-grade restrictions, per 5CFR 300, Subpart F. Applicants must have 1 year of specialized experience equivalent to the GS-13 level in the Federal service which provided the applicant with the particular knowledge, skills and abilities to perform the duties of the position. Qualifying specialized experience must demonstrate the following: Experience in translating complex data analytics concepts into clear, concise reports and evaluating program effectiveness. Analyzing and evaluating Bureau or Department functions related to data analyst projects. Experience utilizing software/or programs to conduct data analysis. There is no substitute of education for specialized experience for the GS-14 position.

A review of your resume will be conducted and compared against your responses to the crediting plan questions to determine if you are qualified for this job. Applicants who meet the minimum qualification requirements, as described in the “Qualifications” section of this announcement, will be assigned a score between 70 and 100. The evaluation process consists of an online assessment and a subject matter expert resume review of applicants found to be among the top qualified candidates based on the crediting plan assessment. Resumes longer than two pages will be deemed ineligible and will not be considered further. Responses to questions that are not fully supported by the information in your resume may result in adjustments to your rating. Your qualifications will be evaluated on the following competencies: . Knowledge and experience applying quantitative and qualitative methods Knowledge of records management and archive control theories. Ability to apply logic and reasoning In describing your experience, please be clear and specific. We do not make assumptions regarding your experience. Overstating your qualifications and/or experience in your application materials may result in your removal from consideration. Applicants found to be among the top qualified candidates will be referred to the hiring official for further consideration and possible interview. Qualified non-competitive candidates must be deemed best qualified based on the applicant assessment in order to be referred to the hiring official for further consideration and possible interview. Resume review: Subject matter experts (SMEs) will review your resume to determine your qualifications for this position based on the required specialized experience. Your resume should demonstrate how you meet all aspects of the specialized experience statement. SMEs will not review additional information beyond your resume (e.g., links embedded in your resume will not be opened.). If meeting basic qualifications through education only or a combination of education and experience, applicants will not be referred to the SME panel but will be reviewed by the HR Specialist for referral. Agency Career and Interagency Career Transition Assistance Program (CTAP and ICTAP) candidates must be considered well-qualified for the position and submit the supporting documents listed under the required documents section of this job announcement to receive consideration for selection priority. To be considered well-qualified, in addition to earning a score of 85 or above and meeting minimum qualifications, candidates must demonstrate proficiency in some, but not all of the major aspects of the position. You may preview questions for this vacancy.
Education requirements do not apply to this vacancy announcement."
885418100,Data Analyst,Veterans Health Administration,Department of Veterans Affairs,"Dayton, Ohio",Management And Program Analysis,"This position is located at the Dayton VA Medical Center (VAMC) organizationally aligned under Community and Public Relations and the Veteran Experience Office (VEO) and will collect, analyze and validate various data concerning patient experience to include, but not limited to, Survey of Healthcare Experience of Patients (SHEP), Veteran Signals (V-Signals) and Patient Advocate Tracking System Replacement (PATS-R) etc. 2 Page Resume Limit DOES APPLY for this position","Duties include: Prepares and analyzes reports for service lines related to Veteran satisfaction issues for the respective services. Analyzes trends, proposes process improvement and ensures capturing and communicating data analysis and trends to various Councils, Committees and Service meetings. Presents executive leadership, service leaders and management with detailed reports, findings and recommendations in regards to data quality and process improvements and initiatives to improve veteran experience and satisfaction. Makes significant contributions and/or provides technical leadership to high visibility projects to assist in identifying and resolving issues of strategic importance to the organization. Report Generation and Distribution: Prepare, validate, and distribute regular and ad hoc reports summarizing findings and recommendations for executive leadership, service chiefs, and program managers. Analyze data to identify trends, performance benchmarks, and improvement opportunities related to Veteran satisfaction. Conduct in-depth research and complex analyses on patient experience issues; provide expert recommendations and support special projects related to organizational improvement. Collaborates with all members of the health care team, Medical Center Administration, Site Managers' Offices and Executive Leadership. Participate in committees, councils, process improvement teams, and other forums as required to report on data findings and support strategic planning. Present findings and recommendations clearly in both written and oral formats; interact with stakeholders in a professional, respectful, and effective manner. Work Schedule: Full-Time, Monday-Friday, 7:30am - 4:00pm. Virtual: This is not a virtual position. Position Description/PD#: Data Analyst/PD92028A Relocation/Recruitment Incentives: Not Authorized. Critical Skills Incentive (CSI): Not Approved. Permanent Change of Station (PCS): Not Authorized.","To qualify for this position, applicants must meet all requirements by the closing date of this announcement, 09/29/2026. Time-In-Grade Requirement: Applicants who are current Federal employees and have held a GS grade any time in the past 52 weeks must also meet time-in-grade requirements by the closing date of this announcement. For a GS-11 position you must have served 52 weeks at the GS-09. The grade may have been in any occupation, but must have been held in the Federal service. An SF-50 that shows your time-in-grade eligibility must be submitted with your application materials. If the most recent SF-50 has an effective date within the past year, it may not clearly demonstrate you possess one-year time-in-grade, as required by the announcement. In this instance, you must provide an additional SF-50 that clearly demonstrates one-year time-in-grade. Note: Time-In-Grade requirements also apply to former Federal employees applying for reinstatement as well as current employees applying for Veterans Employment Opportunities Act of 1998 (VEOA) appointment. You may qualify based on your experience and/or education as described below: Specialized Experience: You must have one year of specialized experience equivalent to at least the next lower grade GS-09 in the normal line of progression for the occupation in the organization. Examples of specialized experience would typically include, but are not limited to: Interpreting pertinent laws, policies, and regulations, applicable to business initiatives, program goals, and objectives, and using analytical methods to assess and recommend improvements for program effectiveness and management processes and systems to maintain administrative operations. OR, Education: Applicants may substitute education for the required experience. To qualify based on education for this grade level you must have a Ph.D. or equivalent doctoral degree, or LL.M., (if related) or I have completed three full years of progressively higher-level graduate education leading to such a degree and which demonstrates the competencies necessary to do the work. OR, Combination: Applicants may also combine education and experience to qualify at this level. You must have an combination of specialized experience and education beyond masters degree. [Note: To combine education and experience, first determine how much of the qualifying experience and education you have, as a percentage of what is required for each. Add the percentages together, and if the total is 100% or more, then the combined education and experience is qualifying for the position. EXAMPLE: To compute the percentage, divide your total months of qualifying experience by 12. Then divide your semester hours of education beyond the first 18 semester hours (i.e. beyond the first year) by 18. Add the two percentages together. The total percentage must equal at least 100% to qualify.]. Physical Demands: No special physical demands such as above average ability, dexterity, or strength are required to perform the work. Work is sedentary and the employee may sit comfortably. May be subject to stressful situations due to short turnaround timeframes required by requests from offices within Dayton VAMC, including Offices of the Director and Associate Director. As such, this position demands emotional stability. There may be some walking, standing, bending, carrying of light items, driving of an automobile, etc. For more information on these qualification standards, please visit the United States Office of Personnel Management's website at https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/.","You must be a U.S. Citizen to apply for this job. To be considered for this position, you must complete all required steps in the process. In addition to the application and questionnaire, this position requires an online assessment. The online assessment measures critical general competencies required to perform the job. Selective Service Registration is required for males born after 12/31/1959. Subject to background/security investigation. Selected applicants will be required to complete an online onboarding process. Acceptable form(s) of identification will be required to complete pre-employment requirements (https://www.uscis.gov/i-9-central/form-i-9-acceptable-documents). Effective May 7, 2025, driver's licenses or state-issued identification cards that are not REAL ID compliant cannot be utilized as an acceptable form of identification for employment. Participation in the seasonal influenza vaccination program is a requirement for all Department of Veterans Affairs Health Care Personnel (HCP). As a condition of employment for accepting this position, you will be required to serve a 1-year probationary period or 2-year trial period during which we will evaluate your fitness and whether your continued employment advances the public interest. In determining if your employment advances the public interest, we may consider: your performance and conduct; the needs and interests of the agency; whether your continued employment would advance organizational goals of the agency or the Government; and whether your continued employment would advance the efficiency of the Federal service. Upon completion of your probationary period, your employment will be terminated unless you receive certification, in writing, that your continued employment advances the public interest.","Additional Information Section Continued.... Reasonable Accommodation (RA) Requests: If you believe you have a disability (i.e., physical or mental), covered by the Rehabilitation Act of 1973 as amended that would interfere with completing the USA Hire Competency Based Assessments, you will be granted the opportunity to request a RA in your online application. Requests for RA for the USA Hire Competency Based Assessments and appropriate supporting documentation for RA must be received prior to starting the USA Hire Competency Based Assessments. Decisions on requests for RA are made on a case-by-case basis. If you meet the minimum qualifications of the position, after notification of the adjudication of your request, you will receive an email invitation to complete the USA Hire Competency Based Assessments, based on your adjudication decision. You must complete all assessments within 48 hours of receiving the URL to access the USA Hire Competency Based Assessments if you received the link after the close of the announcement. To determine if you need a RA, please review the Procedures for Requesting a Reasonable Accommodation for Online Assessments. This job opportunity announcement may be used to fill additional vacancies. The Interagency Career Transition Assistance Plan (ICTAP) and Career Transition Assistance Plan (CTAP) provide eligible displaced VA competitive service employees with selection priority over other candidates for competitive service vacancies. To be qualified you must submit appropriate documentation (a copy of the agency notice, your most recent performance rating, and your most recent SF-50 noting current position, grade level, and duty location) and be found well-qualified for this vacancy. To be well-qualified: applicants must possess experience that exceeds the minimum qualifications of the position including all selective factors, and who are proficient in most of the required competencies of the job. Information about ICTAP and CTAP eligibility is on OPM's Career Transition Resources website at http://www.opm.gov/policy-data-oversight/workforce-restructuring/employee-guide-to-career-transition/. Your qualifications will be evaluated based on your application materials (e.g., resume, supporting documents), your responses on the application questionnaire, and your responses to all assessments required for this position. You will be assessed on the following Competencies for this position: Accountability Analytical Reasoning Attention to Detail Customer Service Customer Service (Clerical/Technical) Data Management Decision Making Flexibility Integrity/Honesty Interpersonal Skills Learning Reading Comprehension Reasoning Self-Management Stress Tolerance Teamwork Your experience must be fully documented on your resume and must include job title, duties, month and year start/end dates AND hours worked per week. A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment. IN DESCRIBING YOUR EXPERIENCE, PLEASE BE CLEAR AND SPECIFIC. WE WILL NOT MAKE ASSUMPTIONS REGARDING YOUR EXPERIENCE.","A transcript must be submitted with your application if you are basing all or part of your qualifications on education. Note: Only education or degrees recognized by the U.S. Department of Education from accredited colleges, universities, schools, or institutions may be used to qualify for Federal employment. You can verify your education here: http://ope.ed.gov/accreditation/. If you are using foreign education to meet qualification requirements, you must send a Certificate of Foreign Equivalency with your transcript in order to receive credit for that education. For further information, visit: https://sites.ed.gov/international/recognition-of-foreign-qualifications/.",2026-09-22T00:00:00.0000,2026-09-29T23:59:59.9970,https://www.usajobs.gov:443/job/885418100,"This position is located at the Dayton VA Medical Center (VAMC) organizationally aligned under Community and Public Relations and the Veteran Experience Office (VEO) and will collect, analyze and validate various data concerning patient experience to include, but not limited to, Survey of Healthcare Experience of Patients (SHEP), Veteran Signals (V-Signals) and Patient Advocate Tracking System Replacement (PATS-R) etc. 2 Page Resume Limit DOES APPLY for this position
Duties include: Prepares and analyzes reports for service lines related to Veteran satisfaction issues for the respective services. Analyzes trends, proposes process improvement and ensures capturing and communicating data analysis and trends to various Councils, Committees and Service meetings. Presents executive leadership, service leaders and management with detailed reports, findings and recommendations in regards to data quality and process improvements and initiatives to improve veteran experience and satisfaction. Makes significant contributions and/or provides technical leadership to high visibility projects to assist in identifying and resolving issues of strategic importance to the organization. Report Generation and Distribution: Prepare, validate, and distribute regular and ad hoc reports summarizing findings and recommendations for executive leadership, service chiefs, and program managers. Analyze data to identify trends, performance benchmarks, and improvement opportunities related to Veteran satisfaction. Conduct in-depth research and complex analyses on patient experience issues; provide expert recommendations and support special projects related to organizational improvement. Collaborates with all members of the health care team, Medical Center Administration, Site Managers' Offices and Executive Leadership. Participate in committees, councils, process improvement teams, and other forums as required to report on data findings and support strategic planning. Present findings and recommendations clearly in both written and oral formats; interact with stakeholders in a professional, respectful, and effective manner. Work Schedule: Full-Time, Monday-Friday, 7:30am - 4:00pm. Virtual: This is not a virtual position. Position Description/PD#: Data Analyst/PD92028A Relocation/Recruitment Incentives: Not Authorized. Critical Skills Incentive (CSI): Not Approved. Permanent Change of Station (PCS): Not Authorized.
To qualify for this position, applicants must meet all requirements by the closing date of this announcement, 09/29/2026. Time-In-Grade Requirement: Applicants who are current Federal employees and have held a GS grade any time in the past 52 weeks must also meet time-in-grade requirements by the closing date of this announcement. For a GS-11 position you must have served 52 weeks at the GS-09. The grade may have been in any occupation, but must have been held in the Federal service. An SF-50 that shows your time-in-grade eligibility must be submitted with your application materials. If the most recent SF-50 has an effective date within the past year, it may not clearly demonstrate you possess one-year time-in-grade, as required by the announcement. In this instance, you must provide an additional SF-50 that clearly demonstrates one-year time-in-grade. Note: Time-In-Grade requirements also apply to former Federal employees applying for reinstatement as well as current employees applying for Veterans Employment Opportunities Act of 1998 (VEOA) appointment. You may qualify based on your experience and/or education as described below: Specialized Experience: You must have one year of specialized experience equivalent to at least the next lower grade GS-09 in the normal line of progression for the occupation in the organization. Examples of specialized experience would typically include, but are not limited to: Interpreting pertinent laws, policies, and regulations, applicable to business initiatives, program goals, and objectives, and using analytical methods to assess and recommend improvements for program effectiveness and management processes and systems to maintain administrative operations. OR, Education: Applicants may substitute education for the required experience. To qualify based on education for this grade level you must have a Ph.D. or equivalent doctoral degree, or LL.M., (if related) or I have completed three full years of progressively higher-level graduate education leading to such a degree and which demonstrates the competencies necessary to do the work. OR, Combination: Applicants may also combine education and experience to qualify at this level. You must have an combination of specialized experience and education beyond masters degree. [Note: To combine education and experience, first determine how much of the qualifying experience and education you have, as a percentage of what is required for each. Add the percentages together, and if the total is 100% or more, then the combined education and experience is qualifying for the position. EXAMPLE: To compute the percentage, divide your total months of qualifying experience by 12. Then divide your semester hours of education beyond the first 18 semester hours (i.e. beyond the first year) by 18. Add the two percentages together. The total percentage must equal at least 100% to qualify.]. Physical Demands: No special physical demands such as above average ability, dexterity, or strength are required to perform the work. Work is sedentary and the employee may sit comfortably. May be subject to stressful situations due to short turnaround timeframes required by requests from offices within Dayton VAMC, including Offices of the Director and Associate Director. As such, this position demands emotional stability. There may be some walking, standing, bending, carrying of light items, driving of an automobile, etc. For more information on these qualification standards, please visit the United States Office of Personnel Management's website at https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/.
You must be a U.S. Citizen to apply for this job. To be considered for this position, you must complete all required steps in the process. In addition to the application and questionnaire, this position requires an online assessment. The online assessment measures critical general competencies required to perform the job. Selective Service Registration is required for males born after 12/31/1959. Subject to background/security investigation. Selected applicants will be required to complete an online onboarding process. Acceptable form(s) of identification will be required to complete pre-employment requirements (https://www.uscis.gov/i-9-central/form-i-9-acceptable-documents). Effective May 7, 2025, driver's licenses or state-issued identification cards that are not REAL ID compliant cannot be utilized as an acceptable form of identification for employment. Participation in the seasonal influenza vaccination program is a requirement for all Department of Veterans Affairs Health Care Personnel (HCP). As a condition of employment for accepting this position, you will be required to serve a 1-year probationary period or 2-year trial period during which we will evaluate your fitness and whether your continued employment advances the public interest. In determining if your employment advances the public interest, we may consider: your performance and conduct; the needs and interests of the agency; whether your continued employment would advance organizational goals of the agency or the Government; and whether your continued employment would advance the efficiency of the Federal service. Upon completion of your probationary period, your employment will be terminated unless you receive certification, in writing, that your continued employment advances the public interest.
Additional Information Section Continued.... Reasonable Accommodation (RA) Requests: If you believe you have a disability (i.e., physical or mental), covered by the Rehabilitation Act of 1973 as amended that would interfere with completing the USA Hire Competency Based Assessments, you will be granted the opportunity to request a RA in your online application. Requests for RA for the USA Hire Competency Based Assessments and appropriate supporting documentation for RA must be received prior to starting the USA Hire Competency Based Assessments. Decisions on requests for RA are made on a case-by-case basis. If you meet the minimum qualifications of the position, after notification of the adjudication of your request, you will receive an email invitation to complete the USA Hire Competency Based Assessments, based on your adjudication decision. You must complete all assessments within 48 hours of receiving the URL to access the USA Hire Competency Based Assessments if you received the link after the close of the announcement. To determine if you need a RA, please review the Procedures for Requesting a Reasonable Accommodation for Online Assessments. This job opportunity announcement may be used to fill additional vacancies. The Interagency Career Transition Assistance Plan (ICTAP) and Career Transition Assistance Plan (CTAP) provide eligible displaced VA competitive service employees with selection priority over other candidates for competitive service vacancies. To be qualified you must submit appropriate documentation (a copy of the agency notice, your most recent performance rating, and your most recent SF-50 noting current position, grade level, and duty location) and be found well-qualified for this vacancy. To be well-qualified: applicants must possess experience that exceeds the minimum qualifications of the position including all selective factors, and who are proficient in most of the required competencies of the job. Information about ICTAP and CTAP eligibility is on OPM's Career Transition Resources website at http://www.opm.gov/policy-data-oversight/workforce-restructuring/employee-guide-to-career-transition/. Your qualifications will be evaluated based on your application materials (e.g., resume, supporting documents), your responses on the application questionnaire, and your responses to all assessments required for this position. You will be assessed on the following Competencies for this position: Accountability Analytical Reasoning Attention to Detail Customer Service Customer Service (Clerical/Technical) Data Management Decision Making Flexibility Integrity/Honesty Interpersonal Skills Learning Reading Comprehension Reasoning Self-Management Stress Tolerance Teamwork Your experience must be fully documented on your resume and must include job title, duties, month and year start/end dates AND hours worked per week. A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment. IN DESCRIBING YOUR EXPERIENCE, PLEASE BE CLEAR AND SPECIFIC. WE WILL NOT MAKE ASSUMPTIONS REGARDING YOUR EXPERIENCE.
A transcript must be submitted with your application if you are basing all or part of your qualifications on education. Note: Only education or degrees recognized by the U.S. Department of Education from accredited colleges, universities, schools, or institutions may be used to qualify for Federal employment. You can verify your education here: http://ope.ed.gov/accreditation/. If you are using foreign education to meet qualification requirements, you must send a Certificate of Foreign Equivalency with your transcript in order to receive credit for that education. For further information, visit: https://sites.ed.gov/international/recognition-of-foreign-qualifications/."
